Data,Path,Method,Rate,Is_Poisoned,best_node.mean,best_node.sd,c1,c2,cls_coef,density,elite_nn.mean,elite_nn.sd,f1.mean,f1.sd,f1v.mean,f1v.sd,f2.mean,f2.sd,f3.mean,f3.sd,f4.mean,f4.sd,hubs.mean,hubs.sd,l1.mean,l1.sd,l2.mean,l2.sd,l3.mean,l3.sd,leaves,leaves_branch.mean,leaves_branch.sd,leaves_corrob.mean,leaves_corrob.sd,leaves_homo.mean,leaves_homo.sd,leaves_per_class.mean,leaves_per_class.sd,linear_discr.mean,linear_discr.sd,lsc,n1,n2.mean,n2.sd,n3.mean,n3.sd,n4.mean,n4.sd,naive_bayes.mean,naive_bayes.sd,nodes,nodes_per_attr,nodes_per_inst,nodes_per_level.mean,nodes_per_level.sd,nodes_repeated.mean,nodes_repeated.sd,one_nn.mean,one_nn.sd,random_node.mean,random_node.sd,t1,t2,t3,t4,tree_depth.mean,tree_depth.sd,tree_imbalance.mean,tree_imbalance.sd,tree_shape.mean,tree_shape.sd,var_importance.mean,var_importance.sd,worst_node.mean,worst_node.sd
hf_codraja2006_tomato-leaves-dataset_4_vs_5,data/clean_data/hf_codraja2006_tomato-leaves-dataset_4_vs_5_clean.csv,clean,0.0,0,0.7939706862091939,0.0105742648174808,0.8327575714828053,0.3643285040796926,0.4750766023688065,0.8383252923183895,0.7830055518543194,0.0111230968589552,0.9830482118618484,0.0236718502563667,0.0512294090961914,,6.368891024750607e-48,,0.97574862927035,,0.0847743568114719,,0.7373802626812834,0.190546270287753,0.0,,0.0,,0.0554618304512863,,248,12.403225806451612,7.298626519161939,0.0040322580645161,0.0261438585672164,2016186124.2707188,10243404190.30729,0.5,0.0513222663764429,0.9561390184321562,0.0093532685486868,0.9896983816647132,0.1467735132855335,0.4236661592935207,0.0757247409787786,0.073808519611978,0.2614865983507058,0.1786166174609869,0.3830713601277513,0.835929380413058,0.0122778544396589,247,0.482421875,0.0520877266975959,7.484848484848484,8.79318348253781,1.3646408839779005,0.7068462887182543,0.922822562735954,0.0102942226152321,0.7359769042860315,0.0006535701552439,0.8142134120624209,0.1079713201180936,0.0248840151834668,0.23046875,11.43030303030303,7.410101631104015,0.0295748435629374,0.0688843850043449,0.0270340875262439,0.03415088123004,0.001953125,0.0100314627292899,0.7439866755496336,0.0166317485566793
hf_maxspeer_curated_mnist_6_vs_26,data/clean_data/hf_maxspeer_curated_mnist_6_vs_26_clean.csv,clean,0.0,0,0.5613437195715676,0.0600010264870274,0.9999575343477388,0.0001177317025312,0.4843225174378024,0.8901598383605516,0.4960727036676403,0.0626978819245908,,,0.1239656933948154,,,,0.9846547314578004,,0.0,,0.7933870055441615,0.2360598643314587,0.0380968557617977,,0.0306905370843989,,0.3401534526854219,,107,9.990654205607475,3.323715036438763,0.0093457943925233,0.0136811068594968,46520.00950160949,80469.85439772264,0.5,0.0066084745905284,0.517851346965271,0.0476923969792694,0.9970270995087682,0.6099744245524297,0.4952337631279896,0.0455807071847447,0.4411764705882353,0.4968455135520729,0.3759590792838874,0.4846795352028778,0.5037000973709834,0.0531097005145784,106,0.20703125,0.1355498721227621,6.625,3.947573094109004,1.2926829268292683,0.5552844867150438,0.5589419019798767,0.0374923791993094,0.4987017202207076,0.0065995888780699,0.9884910485933504,0.6547314578005116,0.0652173913043478,0.099609375,9.04225352112676,3.533278261762935,0.0608562229135101,0.0904297046232977,0.0432268659645151,0.078264820321392,0.001953125,0.0052522665384725,0.5038136968516715,0.0210447243843393
f0100_i050_r023_n0200_sep0.8_1,data/clean_data/f0100_i050_r023_n0200_sep0.8_1.csv,clean,0.0,0,0.565,0.0411636301174282,0.9647995485050872,0.0923311713086607,0.6553868194842407,0.8769849246231156,0.59,0.0774596669241483,0.9903641517142916,0.0130288615420579,0.1467373054314262,,2.0097225154075239e-10,,0.925,,0.0,,0.7164820073728992,0.2586520282906664,0.0565265000358384,,0.03,,0.125,,28,6.964285714285714,3.248727874758488,0.0357142857142857,0.0779329517825738,2580.624575424575,4826.068327413152,0.5,0.101015254455221,0.6450000000000001,0.132182533725989,0.9853,0.495,0.4928369574534409,0.0163109408044284,0.325,0.4695501963950961,0.235,0.4250628094291466,0.635,0.1453921899170959,27,0.27,0.135,2.076923076923077,1.0377490433255414,1.2857142857142858,0.5606119105813882,0.6900000000000001,0.06992058987801,0.615,0.1179689224612425,1.0,0.5,0.295,0.59,6.109090909090909,3.375690476818956,0.0778985455311097,0.0970860075009802,0.1292811802455357,0.1342376380186524,0.01,0.0231300220871591,0.6399999999999999,0.0994428926011753
openml_fri_c0_1000_25_n1000_f25,data/clean_data/openml_fri_c0_1000_25_n1000_f25.csv,clean,0.0,0,0.692,0.0633859430613584,0.9999740313334506,7.199740809327171e-05,0.6672183936618914,0.8932932932932933,0.6020000000000001,0.0571158666416103,0.9811279428010624,0.0483664276369652,0.2194903401890775,,0.8864195006747314,,0.974,,0.864,,0.78310649794528,0.2303419817602949,0.1154249520198887,,0.162,,0.141,,100,7.95,2.782974936097969,0.01,0.0305471981224352,23214.35506715507,69242.17299586642,0.5,0.0565685424949238,0.807,0.046200048100023,0.99693,0.516,0.4887099864794473,0.0280250775323802,0.354,0.4784484433174727,0.258,0.4377529298903979,0.8560000000000001,0.0323865541373096,99,3.96,0.099,6.1875,6.241994873435895,3.96,2.573583752927682,0.6540000000000001,0.0579655069847577,0.489,0.0159513148186738,0.999,0.025,0.024,0.96,6.994974874371859,3.057525056162661,0.0735970499605209,0.115337849041742,0.0599722290039062,0.0476300981753059,0.04,0.0681585228246913,0.497,0.0316403399335581
hf_fphool_usps_4_vs_6,data/clean_data/hf_fphool_usps_4_vs_6_clean.csv,clean,0.0,0,0.9324067719057424,0.019617589927096,0.9999701036465538,8.288628462238545e-05,0.4077581698147409,0.8121522383518576,0.8152711050102951,0.1792372213212171,,,0.0020498335902133,,,,0.5708154506437768,,0.0,,0.7775436479215622,0.2455478230520984,0.0,,0.0,,0.0,,16,4.25,0.9309493362512627,0.0625,0.1541944174975081,80.53333333333333,40.14220647573749,0.5,0.0883883476483184,0.9925074353694808,0.0072031079123983,0.8671876439057636,0.0128755364806866,0.3468631797372652,0.0555143182695744,0.0053648068669527,0.0730873259422527,0.2392703862660944,0.426867167629288,0.9785518188057652,0.0141943618141141,15,0.029296875,0.0160944206008583,2.5,1.6431676725154984,1.0,0.0,0.9946236559139784,0.0056671642655347,0.5118279569892474,0.0226403035087508,0.3261802575107296,0.5493562231759657,0.0504291845493562,0.091796875,3.419354838709677,1.408881200300132,0.1902874762866059,0.1553832843894671,0.236328125,0.0890990422109949,0.0019531249999999,0.0339755969806846,0.5686799359414322,0.0456377698678638
openml_ova_endometrium_n1545_f664,data/clean_data/openml_ova_endometrium_n1545_f664.csv,clean,0.0,0,0.9605194805194804,0.001999923535862,0.2399130409169096,0.9179284280842456,0.610834322267616,0.7476608481311937,0.9249224968579808,0.0133600119783076,0.99910001718614,0.0026654333726523,0.0249804348401335,,2.9711988842622927e-176,,0.7909385113268609,,0.0,,0.6100017061329799,0.2196214233139287,0.0,,0.0,,0.002588996763754,,52,12.173076923076923,7.053635285373413,0.0192307692307692,0.1097347132233006,3295357.265464557,8198762.408618789,0.5,0.1359820733051052,0.93073732718894,0.0092195526165183,0.9890947937285952,0.0440129449838187,0.4723776741163628,0.037122292803409,0.0407766990291262,0.1978365302995425,0.0433656957928802,0.2037448915121011,0.7721658986175116,0.0444423060316717,51,0.0768072289156626,0.033009708737864,2.125,0.9918143234365558,1.0851063829787233,0.458247476050003,0.957930456640134,0.0076125724511684,0.9605194805194804,0.001999923535862,0.9883495145631068,0.4297734627831715,0.4077669902912621,0.9487951807228916,11.300970873786408,7.074997334519431,0.0385356735387305,0.0893981679549712,0.0772611109110025,0.1132443746015248,0.0015060240963855,0.0089881867021719,0.9605194805194804,0.001999923535862
openml_pasture_n36_f21,data/clean_data/openml_pasture_n36_f21.csv,clean,0.0,0,0.7166666666666666,0.3220305943597653,0.9182958340544894,0.1999999999999999,0.4375,0.8746031746031746,0.6083333333333333,0.2888087495682228,,,0.082407481734937,,,,0.4166666666666667,,0.0,,0.7658358234635303,0.3411930053808483,0.0,,0.0,,0.0555555555555555,,5,2.6,0.8944271909999159,0.2,0.2293980313562508,12.666666666666668,1.49071198499986,0.5,0.1414213562373094,0.525,0.3707058665656275,0.8279320987654322,0.3888888888888889,0.4388484102552064,0.1037595148417872,0.2777777777777778,0.4542567625794979,0.25,0.4391550328268399,0.8166666666666668,0.268741924943285,4,0.1904761904761904,0.1111111111111111,1.3333333333333333,0.5773502691896257,1.0,0.0,0.6333333333333333,0.2641080960889936,0.525,0.2391148801850816,0.7222222222222222,0.5833333333333334,0.3333333333333333,0.5714285714285714,2.0,1.118033988749895,0.3535533905932737,0.0,0.4,0.0559016994374947,0.0476190476190476,0.1401253247875822,0.575,0.227201167185317
openml_boston_corrected_n506_f17,data/clean_data/openml_boston_corrected_n506_f17.csv,clean,0.0,0,0.8065490196078431,0.1016442295660474,0.9898335738965818,0.0277311312760942,0.3105870782245101,0.8613548311352874,0.7806666666666666,0.0871990568149647,0.7988242744101531,0.1239200761845891,0.1556317895404306,,0.0096423760002548,,0.6600790513833992,,0.4565217391304347,,0.8167725133445132,0.3326980919438707,0.0804527088850979,,0.1225296442687746,,0.067193675889328,,49,6.591836734693878,1.6572865290757004,0.0204081632653061,0.0576906263021204,1036.838095238095,817.9515576226283,0.5,0.0721537531823007,0.7869803921568627,0.1763390262435213,0.9716758580824572,0.2450592885375494,0.3255122164275488,0.1769951929099477,0.1739130434782608,0.379409787015301,0.3399209486166007,0.47415082372542,0.8223921568627451,0.1750291603467192,48,2.823529411764706,0.0948616600790513,5.333333333333333,3.0,3.4285714285714284,2.344036154692477,0.6838039215686273,0.1188805416983698,0.8065490196078431,0.1016442295660474,0.2905138339920948,0.033596837944664,0.0197628458498023,0.5882352941176471,5.670103092783505,2.0398205062197268,0.1230624307208473,0.0895483297898386,0.0957429846938775,0.0898167576108471,0.0588235294117647,0.1151055562893799,0.6147450980392157,0.1250589266889913
hf_amin-nejad_idrid-disease-grading_0_vs_2,data/clean_data/hf_amin-nejad_idrid-disease-grading_0_vs_2_clean.csv,clean,0.0,0,0.7323076923076923,0.0825019673823554,0.9995974498364508,0.0011153798488041,0.4503598782616221,0.8760387165043104,0.5944615384615384,0.0698799571802681,,,0.0472474998534934,,,,0.905511811023622,,0.0,,0.7894043654759763,0.2904368724843491,0.0,,0.0,,0.1181102362204724,,33,6.696969696969697,2.639659642890164,0.0303030303030303,0.075290353195109,1462.7590187590188,2048.197084923117,0.5,0.0214274782177741,0.5826153846153848,0.092805070255287,0.9834304668609336,0.437007874015748,0.4715400649473454,0.0838379842814833,0.3188976377952756,0.4669694209190247,0.326771653543307,0.4699590124079971,0.6227692307692309,0.097513599247145,32,0.0625,0.1259842519685039,2.909090909090909,1.2210278829367864,1.032258064516129,0.1796053020267749,0.6623076923076924,0.1161246921016944,0.5906153846153847,0.0681007491262628,0.9251968503937008,2.015748031496063,0.0984251968503937,0.048828125,5.815384615384615,2.838861499859515,0.0892227647648921,0.1194086331096773,0.121685606060606,0.1207409153007538,0.001953125,0.013699996170995,0.5119999999999999,0.0285968141193696
hf_draineye_draineye-defects_1_vs_2,data/clean_data/hf_draineye_draineye-defects_1_vs_2_clean.csv,clean,0.0,0,0.9315789473684212,0.0210038421006642,0.9999911191258776,2.462265776970174e-05,0.3974731727128924,0.8041007615700059,0.9192982456140352,0.0205927682592502,,,0.000914510570487,,,,0.6105263157894737,,0.0,,0.7420665701381048,0.2820871305808398,0.0,,0.0,,0.0,,11,3.636363636363636,0.8090398349558906,0.0909090909090909,0.1847507836691636,40.8,16.037289879111956,0.5,0.0642824346533224,0.6017543859649123,0.0758206924367857,0.8741859033548784,0.0491228070175438,0.3861164575069205,0.068957413896004,0.0228070175438596,0.1494189611836876,0.231578947368421,0.4222118904052715,0.9403508771929824,0.0276775662367233,10,0.01953125,0.0175438596491228,2.0,1.224744871391589,1.1111111111111112,0.3333333333333333,0.982456140350877,0.0165405095014397,0.5526315789473685,0.033338462722197,0.4140350877192982,0.8982456140350877,0.1421052631578947,0.158203125,2.857142857142857,1.2761549390929885,0.2234838377348926,0.1996621230124922,0.3011363636363636,0.0908646908620424,0.0019531249999999,0.0367488034558108,0.5052631578947369,0.0271788304997011
hf_yuefanxia_kather-texture-2016_3_vs_7,data/clean_data/hf_yuefanxia_kather-texture-2016_3_vs_7_clean.csv,clean,0.0,0,0.9969230769230768,0.0064867234054735,0.9997952970541822,0.000567369235458,0.3518770471736769,0.7841721549432069,0.9969230769230768,0.0064867234054735,,,6.3852633850617726e-06,,,,0.0,,0.0,,0.7504720704664799,0.2760391169221928,0.0,,0.0,,0.0,,2,1.0,0.0,0.5,0.0119114465437243,4.0,0.0,0.5,0.0,0.9601864801864805,0.024056877643413,0.5640453179928191,0.003062787136294,0.2191854922041764,0.1111203112652539,0.0,0.0,0.2817764165390505,0.450209800031268,0.9708857808857808,0.0319913876106951,1,0.001953125,0.001531393568147,1.0,,1.0,,1.0,0.0,0.6984149184149183,0.0467572185543236,0.0689127105666156,0.7840735068912711,0.0658499234303215,0.083984375,0.6666666666666666,0.5773502691896258,0.5,,0.5,0.0,0.001953125,0.0441941738241592,0.7655944055944055,0.0482994832866133
openml_codrna_n2973_f8,data/clean_data/openml_codrna_n2973_f8.csv,clean,0.0,0,0.7319176101055296,0.0228929043342817,0.9182958340544894,0.1999999999999999,0.3606430413929454,0.8746905188418512,0.7073622127313403,0.0286521289928107,0.9628524504738434,0.1043405117148661,0.0920481996952654,,0.4086315152466021,,0.9455095862764884,,0.9384460141271443,,0.7585130689841204,0.2701701017175466,0.0388007763632272,,0.0417087117389841,,0.0998990918264379,,189,8.582010582010582,2.002629701989781,0.0052910052910052,0.0211966970246203,21747.37902097902,52320.50388069164,0.5,0.0261891400439462,0.9572729532461076,0.0109094826425079,0.9958618484626014,0.234443323242516,0.3737622696263518,0.1180266856489974,0.1308442650521359,0.3372866859379557,0.2956609485368315,0.456416061516246,0.7389837977086299,0.0248041990349126,188,23.5,0.0632357887655566,12.533333333333331,12.211625998359496,23.5,6.07100838882165,0.9058120353422364,0.0139751852195619,0.6666666666666667,0.000913307137503,0.501849983181971,0.0026908846283215,0.0020181634712411,0.75,7.607427055702917,2.4022923473061346,0.0772312127550112,0.0981898071343439,0.0359962100074404,0.0330341206491839,0.125,0.1847590032849261,0.6673378076062639,0.003086415502008
hf_nateraw_rendered-sst2_0_vs_1,data/clean_data/hf_nateraw_rendered-sst2_0_vs_1_clean.csv,clean,0.0,0,0.5060715131423159,0.0085053424274576,0.9997411864345356,0.0007172833212528,0.4253864583835181,0.8965979786766577,0.4924532322993133,0.0459091962799591,,,0.5719052739333217,,,,0.9951432734337056,,0.55560951918407,,0.7878553711259438,0.2417321805368108,0.1827221832662435,,0.3122875182127246,,0.4424477901894124,,322,15.12111801242236,5.056773132086723,0.0031055900621118,0.0044534840394255,69231636.41438179,508587629.38299537,0.5,0.0087839351700192,0.5070447549135684,0.0357912834462494,0.9990411562169992,0.694026226323458,0.5000173768789522,0.0510261744165159,0.5089849441476445,0.5000407070568659,0.4395337542496357,0.4964509378821261,0.494896992659247,0.0241778384344693,321,0.626953125,0.1559009227780476,11.06896551724138,8.39613446126404,2.183673469387755,1.3650250043535772,0.4866516694293157,0.0199915710899367,0.509469571394743,0.0007563107830381,0.985429820301117,0.248664400194269,0.0087421078193297,0.03515625,14.146189735614309,5.212353252131279,0.0305113734634662,0.0729313195056861,0.0125676922800933,0.0485880686736267,0.001953125,0.0040519676344961,0.5065569500355197,0.0094389765718771
openml_fri_c4_1000_25_n1000_f25,data/clean_data/openml_fri_c4_1000_25_n1000_f25.csv,clean,0.0,0,0.6769999999999999,0.0686456278449124,0.9936167534536142,0.017517217862963,0.6446834786106255,0.8961561561561562,0.7070000000000001,0.0333499958354153,0.9940356608240604,0.0197201632568536,0.5801253143414755,,0.3312761798623736,,0.942,,0.813,,0.8008383577260557,0.2045034598535183,0.1753739893006385,,0.3299999999999999,,0.3169999999999999,,73,7.383561643835616,1.9481482446037863,0.0136986301369863,0.037126916311001,3173.212121212121,4671.43235834779,0.5,0.1065503368911236,0.6399999999999999,0.0362092683040007,0.997121,0.565,0.489762147733775,0.0303865714036423,0.369,0.4827753846998333,0.305,0.4606378047741926,0.624,0.0389301368550838,72,2.88,0.072,6.0,4.53270940447924,3.272727272727273,2.914362107478495,0.6220000000000001,0.0482585628556102,0.546,0.0051639777949432,0.999,0.025,0.021,0.84,6.441379310344828,2.306018279743985,0.0875054421924826,0.0852187164670918,0.0704262093321917,0.07424941831579,0.04,0.0857690605669907,0.5509999999999999,0.0144913767461894
hf_yuefanxia_kather-texture-2016_2_vs_5,data/clean_data/hf_yuefanxia_kather-texture-2016_2_vs_5_clean.csv,clean,0.0,0,0.756678281068525,0.0542799871276332,0.9965417231454676,0.0095350392852688,0.3963791180280044,0.8273629397860022,0.6733449477351916,0.1332553331642946,,,0.0042384681572774,,,,0.7374701670644391,,0.0,,0.7754119762466235,0.2643128261203015,0.0,,0.0,,0.0,,14,4.0,0.7844645405527362,0.0714285714285714,0.1292770157412195,60.26666666666667,20.856202832279813,0.5,0.0,0.8473286875725901,0.038939003565794,0.9496585232483296,0.1026252983293556,0.4370867454784349,0.0440747627343012,0.0572792362768496,0.2326531924667391,0.2601431980906921,0.4392370271825009,0.8686411149825786,0.0442159870277013,13,0.025390625,0.0310262529832935,2.6,1.3416407864998738,1.0,0.0,0.9451800232288036,0.0389108463776601,0.579849012775842,0.0560582915144635,0.8448687350835322,1.2219570405727924,0.1837708830548926,0.150390625,3.185185185185185,1.3019818336507984,0.2524478085859489,0.1236233060195861,0.2589285714285714,0.0861752144320951,0.0019531249999999,0.0200691376626064,0.5346109175377469,0.0118513701568911
hf_neurogpt_autotrain-data-stroke-classifier_0_vs_1,data/clean_data/hf_neurogpt_autotrain-data-stroke-classifier_0_vs_1_clean.csv,clean,0.0,0,0.7821705426356589,0.0404374189499988,0.9998595491969764,0.0003893238742053,0.3391292948976623,0.8689278991586531,0.7410852713178293,0.0222882259977755,,,0.0539868412030689,,,,0.8240310077519379,,0.0,,0.7697506908309741,0.2726500768728411,0.0034443779211777,,0.0062015503875969,,0.2232558139534883,,90,9.544444444444444,4.298317180800707,0.0111111111111111,0.0361859538133685,407243.3335866748,1558506.408786462,0.5,0.0471404520791031,0.8643410852713178,0.0240323969479822,0.9827756745387898,0.1806201550387597,0.2367358705399779,0.1697879939374189,0.0527131782945736,0.2235469482522646,0.4015503875968992,0.4904019813940027,0.7511627906976743,0.0537629174710068,89,0.173828125,0.0689922480620155,4.238095238095238,3.176550989749132,1.1125,0.3179742048291164,0.9418604651162792,0.0343290187482853,0.7341085271317829,0.043245964691112,0.3736434108527132,0.3968992248062015,0.017829457364341,0.044921875,8.603351955307263,4.456303444186392,0.0476287037755195,0.0813888771592154,0.0553422821892632,0.0761605544274722,0.001953125,0.0158101317561802,0.6116279069767442,0.0566651996826696
hf_summerhot12138_mnist_0_vs_5,data/clean_data/hf_summerhot12138_mnist_0_vs_5_clean.csv,clean,0.0,0,0.9131856688069928,0.0083356129811645,0.9986836816972277,0.0036418555219462,0.3746719198670236,0.8138905614340758,0.8556342739977338,0.1159962396223857,,,0.0105363278785336,,,,0.7671773444753947,,0.0,,0.7706208023495895,0.2620769573355796,0.0,,0.0,,0.0002321262766945,,67,8.880597014925373,3.894527582739429,0.0149253731343283,0.0719147037507581,41969.82179650415,104243.49771799563,0.5,0.0105538325550231,0.9937328009496575,0.0031048092332155,0.9424930319010904,0.022284122562674,0.3682047749806011,0.056225293562959,0.0109099350046425,0.1038913555488877,0.2416434540389972,0.4281290023060846,0.9686623860141368,0.0096163869251242,66,0.12890625,0.0153203342618384,3.882352941176471,2.23277722078291,1.2692307692307692,0.6298267615963346,0.9879301786003346,0.0051051817589938,0.5677807154804944,0.0114657280930296,0.3351903435468895,0.1188486536675951,0.0092850510677808,0.078125,7.954887218045113,4.0542993671405165,0.0548667389490223,0.1145907175567937,0.0722193931465718,0.0851550404827629,0.001953125,0.0309205213208237,0.5487481789240813,0.021407250204815
hf_wallstoneai_anime-demon-slayer-all-character-images_9_vs_11,data/clean_data/hf_wallstoneai_anime-demon-slayer-all-character-images_9_vs_11_clean.csv,clean,0.0,0,0.948157894736842,0.0429923010565671,0.9130820409218876,0.211177494472409,0.4712609352492709,0.8371662701559609,0.911842105263158,0.0899047921571272,,,5.2027097317996135e-06,,,,0.4205128205128205,,0.0,,0.7380539548580787,0.2295220539845246,0.0,,0.0,,0.0,,6,2.6666666666666665,0.5163977794943222,0.1666666666666666,0.2607176662832096,14.666666666666666,2.065591117977289,0.5,0.0,0.943684210526316,0.0501950642516089,0.9375147928994084,0.1076923076923077,0.0789479773809217,0.1552289645013617,0.0102564102564102,0.1010125841779382,0.2205128205128205,0.415659634239143,0.9484210526315788,0.0697597336366585,5,0.009765625,0.0256410256410256,1.6666666666666667,0.5773502691896257,1.0,0.0,1.0,0.0,0.7236842105263158,0.0698457166224364,0.4564102564102564,2.6256410256410256,0.2307692307692307,0.087890625,2.0,1.0,0.3535533905932737,0.0,0.4166666666666667,0.0645497224367902,0.0019531249999999,0.03504208784253,0.6928947368421052,0.0683991192914957
f0100_i050_r029_n0400_sep0.8_1,data/clean_data/f0100_i050_r029_n0400_sep0.8_1.csv,clean,0.0,0,0.6900000000000001,0.0316227766016837,0.8960382325345574,0.2465753424657535,0.610759879874131,0.8552756892230576,0.5675000000000001,0.063519463333865,0.9848188157817452,0.0203500397150323,0.1065521117950962,,6.932624829084089e-11,,0.9125,,0.0,,0.753546775711481,0.1970124934062448,0.0587325747066723,,0.0324999999999999,,0.0749999999999999,,38,6.2105263157894735,1.7882181186391393,0.0263157894736842,0.0514083310438224,750.0698412698412,879.8536289164425,0.5,0.0372161463782393,0.8574999999999999,0.0565808173225598,0.9797625,0.255,0.479229421709084,0.0201091567584311,0.1625,0.3693708665998603,0.26,0.4391835669896865,0.8625,0.0395284707521047,37,0.37,0.0925,3.7,2.4060109910158114,1.121212121212121,0.3314339826398084,0.8425,0.063519463333865,0.6875,0.0131761569173682,1.0,0.25,0.135,0.54,5.306666666666667,2.124333493779353,0.1041158030204317,0.1111131337657959,0.1165193256578947,0.09889968131996,0.01,0.0221238863047692,0.6775,0.0299304749934466
openml_fri_c1_100_50_n100_f50,data/clean_data/openml_fri_c1_100_50_n100_f50.csv,clean,0.0,0,0.6499999999999999,0.0849836585598797,0.9895875212220556,0.028391167192429,0.7412270772017207,0.9046464646464648,0.7300000000000001,0.0823272602348564,0.9881274909878136,0.0207691281428351,0.1539180005878794,,0.0887757785336694,,0.85,,0.0,,0.6608037728200061,0.3258586633271469,0.1182422268266734,,0.0799999999999999,,0.16,,12,3.9166666666666665,0.996204919895622,0.0833333333333333,0.0895781358605012,51.6,20.240014372973693,0.5,0.1178511301977579,0.6,0.1054092553389459,0.9767,0.61,0.4952980555998429,0.0190386781293711,0.43,0.497569851956243,0.29,0.4560480215720686,0.55,0.1957890020745121,11,0.22,0.11,2.2,0.8366600265340756,1.2222222222222223,0.6666666666666667,0.59,0.1370320319406297,0.53,0.0823272602348564,1.0,0.5,0.39,0.78,3.130434782608696,1.3916748518532025,0.2060595606978575,0.0714173396086002,0.2708333333333333,0.112542079672315,0.02,0.0626126495393549,0.51,0.0875595035770913
f0120_i072_r034_n1100_sep1.2_1,data/clean_data/f0120_i072_r034_n1100_sep1.2_1.csv,clean,0.0,0,0.67,0.0271207888912296,0.9720042317131116,0.0742542111763282,0.59997435233873,0.8575299859376293,0.61,0.0448341500432539,0.9782833970293746,0.0286775288882304,0.0511117539460469,,7.033044680546372e-10,,0.9745454545454544,,0.0,,0.773591608461523,0.2071378520507099,0.0305892806686111,,0.02,,0.0372727272727272,,94,9.04255319148936,4.317792381012239,0.0106382978723404,0.0347738577336503,264476.28336960607,857122.1209597727,0.5,0.045134475394886,0.9727272727272728,0.0160348564306944,0.9910429752066116,0.1481818181818182,0.4795562820103706,0.0162682691212892,0.0918181818181818,0.2889004658977954,0.2472727272727272,0.4316228535417946,0.9309090909090908,0.023550738457849,93,0.775,0.0845454545454545,4.65,4.428080254110363,1.524590163934426,0.7660843595203071,0.9181818181818182,0.0095826595762678,0.5881818181818181,0.0253714371987084,1.0,0.109090909090909,0.059090909090909,0.5416666666666666,8.096256684491978,4.484301997733551,0.0493861616114961,0.090501922315487,0.0596028794633581,0.0596428902870243,0.0083333333333333,0.0176381533057241,0.5790909090909091,0.0459668104005727
f0040_i032_r002_n0400_sep2.5_1,data/clean_data/f0040_i032_r002_n0400_sep2.5_1.csv,clean,0.0,0,0.7075,0.0553398590529466,0.9999819662368478,4.999875003131038e-05,0.3864414290429533,0.8374436090225563,0.7,0.0527046276694729,0.9290744594179976,0.0849840522633265,0.0500039425302726,,1.8113083345060065e-05,,0.82,,0.0,,0.7118910183383119,0.3067470515189386,0.0050021084629369,,0.0074999999999999,,0.02,,26,6.153846153846154,2.428041312536633,0.0384615384615384,0.0906892411564815,718.4825396825397,929.8999085441974,0.5,0.054392829322042,0.9599999999999996,0.0241522945769823,0.93338125,0.02,0.4326938361994086,0.0258350189389747,0.005,0.0706220126566724,0.235,0.4245298151011003,0.97,0.0197202659436654,25,0.625,0.0625,2.5,1.0801234497346437,1.3157894736842106,0.4775669329409192,0.9925,0.0120761472884912,0.5,0.0456435464587638,0.99,0.1,0.0775,0.775,5.294117647058823,2.625217077858963,0.0918472791856831,0.1103429118776601,0.1428786057692307,0.1287921989633771,0.025,0.0615192974958116,0.5650000000000001,0.1001387925719986
hf_deepaksamuel-cuk_drich-images_2_vs_3,data/clean_data/hf_deepaksamuel-cuk_drich-images_2_vs_3_clean.csv,clean,0.0,0,0.594191019244476,0.0327675894444435,0.99980739789643,0.0005338401255591,0.4261241004381789,0.8946406416032959,0.5234052031361368,0.0333736496549738,,,0.2701896376002103,,,,0.9918300653594772,,0.0261437908496732,,0.7702081287750389,0.2430788933983262,0.144769221930995,,0.173202614379085,,0.3562091503267973,,242,11.863636363636363,5.4011294346760925,0.0041322314049586,0.0085085249810132,25628009.72739982,132346644.62578812,0.5,0.0409070038702961,0.6214332382988834,0.0519923318768154,0.9985244279265808,0.5860566448801743,0.4764644007568667,0.0854455120870299,0.3916122004357298,0.4882437122524625,0.4106753812636166,0.4920904430102604,0.5228557852221429,0.0340328481087746,241,0.470703125,0.1312636165577342,8.925925925925926,7.849183818059468,1.544871794871795,0.8450458946723333,0.6051259206462343,0.0329012518612105,0.5081699928724163,0.002218859960915,0.9193899782135077,0.2788671023965142,0.0190631808278867,0.068359375,10.890269151138716,5.552686962185198,0.0362380079330012,0.0699648929495393,0.025862757639944,0.0406097012810236,0.0019531249999999,0.004663576303393,0.5125148491328106,0.0334776294812803
